일자,특성추출,문서 식별자,Value
20190929,acc,1,-7.122059881629142
20190929,aes,2,-6.428912701069197
20190929,ai,6,-5.330300412401087
20190929,akmu,3,-6.023447592961032
20190929,angel,1,-7.122059881629142
20190929,ans,1,-7.122059881629142
20190929,ap,1,-7.122059881629142
20190929,ar,3,-6.023447592961032
20190929,archaeology,1,-7.122059881629142
20190929,argon,2,-6.428912701069197
20190929,art,2,-6.428912701069197
20190929,asf,2,-6.428912701069197
20190929,attack,1,-7.122059881629142
20190929,augmentation,1,-7.122059881629142
20190929,a군,1,-7.122059881629142
20190929,a씨,5,-5.512621969195042
20190929,back,3,-6.023447592961032
20190929,balance,1,-7.122059881629142
20190929,bar,1,-7.122059881629142
20190929,barry,1,-7.122059881629142
20190929,bay,1,-7.122059881629142
20190929,beautiful,1,-7.122059881629142
20190929,beer,1,-7.122059881629142
20190929,biff,3,-6.023447592961032
20190929,bind,1,-7.122059881629142
20190929,bj,5,-5.512621969195042
20190929,bl,1,-7.122059881629142
20190929,blue,2,-6.428912701069197
20190929,bof,1,-7.122059881629142
20190929,boom,1,-7.122059881629142
20190929,brief,1,-7.122059881629142
20190929,btk,1,-7.122059881629142
20190929,bts,3,-6.023447592961032
20190929,bts월드,1,-7.122059881629142
20190929,byc,1,-7.122059881629142
20190929,b씨,2,-6.428912701069197
20190929,cbsmit,1,-7.122059881629142
20190929,cc,1,-7.122059881629142
20190929,cctv,1,-7.122059881629142
20190929,cd,5,-5.512621969195042
20190929,ceo,5,-5.512621969195042
20190929,cf,1,-7.122059881629142
20190929,cgv,3,-6.023447592961032
20190929,challenge,2,-6.428912701069197
20190929,chu,1,-7.122059881629142
20190929,cia,1,-7.122059881629142
20190929,cj,6,-5.330300412401087
20190929,cj엔터테인먼트,1,-7.122059881629142
20190929,ck,1,-7.122059881629142
20190929,ck치과병원,1,-7.122059881629142
20190929,classic,2,-6.428912701069197
20190929,climate,1,-7.122059881629142
20190929,club,1,-7.122059881629142
20190929,cm,1,-7.122059881629142
20190929,coex,2,-6.428912701069197
20190929,cofer,1,-7.122059881629142
20190929,cozy,1,-7.122059881629142
