,Value
경찰,0.2719531297537526
a씨,0.23236740244105683
관계자,0.19877247190484873
b씨,0.1760166852130307
구속영장,0.16692208407131048
조사,0.1565106605609088
여성,0.13998950566567894
혐의,0.13885065541778488
범행,0.13852072849382624
폭행,0.13677906271247228
사건,0.12513371513584798
피의자,0.12229542920640506
경위,0.11568127292141979
병원,0.11367875103470887
수사,0.11298153590179592
상태,0.11135550715242615
이날,0.10660717438163328
시신,0.10129307866545195
피해자,0.09976900686078126
익산,0.09788699005849194
긴급체포,0.09781363198928009
군산경찰서,0.09691345618003668
경남,0.09691345618003668
전북,0.09674250987459185
지적장애,0.0964623436123434
경기도,0.09486311953192447
거창,0.09204966085420349
암매장,0.0910975142679183
c씨,0.09012398038946302
원룸,0.08993346715804466
남성,0.08855736484657784
시신유기,0.08503386649078175
자신,0.08194401868385182
시민들,0.07932611407460435
분신,0.07895054290425864
살해,0.07883971541423272
분당구,0.07824035587378576
체포,0.0779301763909319
부부,0.07786390895045832
성남시,0.07755853989969942
화상,0.07731664349284173
휘발유,0.0769423735139869
경기남,0.07538542354166004
부인,0.07429430487238986
분당경찰서,0.07359537674345815
길거리,0.0730502882303142
수내동,0.0730502882303142
근처,0.07276009900394595
노동자,0.07262456318566207
불화,0.07234813226668867
감금,0.0719756429718981
연구원,0.07065363022604193
가능성,0.06840397990633953
아내,0.06819235647553189
경찰청,0.06810693694858655
전신,0.06809939989796848
화장실,0.06804641790494187
헌병대,0.06804641790494187
해병대,0.06804641790494187
야산,0.0679696735876481
남구,0.06754114082901859
발생,0.06737137914886657
여자화장실,0.06598644225711497
물질,0.06555626927277503
피의자들,0.06489309373387464
일당,0.06449045684927061
군산,0.06435806657858026
sns,0.06391955985541938
경북,0.06262648896770658
영화관,0.06262401248591981
성매매,0.062247390304286755
대구,0.0617010033625192
사고,0.06076797840601005
부사관,0.06020452405131265
훈련단,0.06020452405131265
청소노동자,0.0600883492068847
포항남부경찰서,0.05847348751944838
소속,0.05847348751944838
신청,0.05735260393168958
사실,0.05721955187369919
포항시,0.05668004827574738
남편,0.0562117203571737
의혹,0.055923602127370665
인화,0.055700704510086435
국립과학수사연구원,0.055378614673803665
하사,0.054978568540562114
인천,0.054860539522857917
현주,0.05404312414967258
얼굴,0.053372823820206416
사무실,0.05203730043815307
법무부,0.0516755210991051
계양구,0.05157983516578392
자신들,0.05092303972099202
용의자,0.05065126325228396
청소,0.05006609181818428
화성,0.04970126985925655
추정,0.04938483306004878
이송,0.0492632794925443
마트,0.04826637674622535
방화,0.04767522076068006
효성동,0.047613688779593794
김한빈,0.04737960117552109
수사대,0.04732067146047891
양현석,0.04651126758937836
빌라,0.046335441060810854
건조물,0.04618796106397221
계양경찰서,0.04618796106397221
dna,0.04561804443164607
유기,0.04552805868121063
용인시,0.045422211000220716
백골,0.045422211000220716
발견,0.045422211000220716
저수지,0.045422211000220716
외국인,0.04517908904376367
