,community
cctv,0
공단동,0
구미,0
섬유,0
연구원,0
외국인,0
처리,0
경북,0
조씨,0
동승자,0
화재,0
피해,0
진화,0
지방,0
경북소방본부,0
종이,0
자체,0
인원,0
인명,0
인력,0
아파트,0
소방,0
소동,0
설명,0
사용,0
발생,0
대피,0
당일,0
고층,0
잠실동,0
紙榜,0
하성면,0
파주,0
소방차,0
소방서,0
소방당국,0
소방관,0
섬유공장,0
목격자,0
동해시,0
기숙사,0
구미시,0
경기도,0
경보령,0
공사,0
투입,0
펌프차,0
인제군,0
간성읍,0
관할,0
김포,0
김포시,0
부직포,0
불길,0
소방재난본부,0
신고가,0
인명피해,0
자재들,0
재산피해,0
전류리,0
진화작업,0
공장,0
확인,0
고성군,0
자동차,0
출동,0
양산,0
송파구,0
장거리,1
통계청,1
특이사항,1
직장인,1
예능프로그램,1
제대로,1
호기심,1
의약품,1
지자체,1
고속도,1
고속도로,1
그중,1
남양주,1
도로공사,1
서울외곽순환고속도,1
영동,1
일산,1
차들,1
한국도로공사,1
휴게소,1
분기점,1
경부고속도로,1
귀성,1
합병증,1
출연,1
태백시,1
거주지,1
tv,1
보고서,1
부모,1
서울시,1
활성화,1
대학생,1
장애인,1
치료법,1
광역시,1
유치원,1
교통혼잡,1
설문조사,1
수도권,1
역귀성,1
응답자,1
하행선,1
정체,1
민주당,1
홈페이지,1
요금소,1
검색어,1
네이버,1
문재인,1
오랜만,1
사람들,1
양양,1
방송,1
온라인,1
교통사고,1
호흡기,1
참여자,1
vs,1
방문,1
성차별,1
독일,1
혼잡도,1
출입구,1
시간date,1
소요시간,1
부모님,1
목포,1
번씩,1
어린이집,1
시청자들,1
미국,1
서울외곽고속도로,1
목요일,1
여성들,1
귀성길,1
뇌파,1
교통량,1
정확,2
후송,2
고흥경찰서,2
충남,2
현장,2
체포,2
준비,2
원인,2
보관,2
전화,2
고향,2
신청,2
담장,2
산소,2
부주의,2
여부,2
수영구,2
범행,2
살인미수,2
부상,2
사람,2
부부싸움,2
남부경찰서,2
원가량,2
등봉동,2
고흥군청,2
고흥군,2
공원,2
홍씨,2
성묘객들,2
성묘객,2
서모,2
삼척추모공원,2
삼척시,2
삼척,2
날벼락,2
갈등,2
추모,2
지인,2
승용차,2
조수석,2
아반떼,2
추모공원,2
운전,2
주변,2
운전석,2
가로등,2
경위,2
병원,2
예산읍,2
생명,2
예산군,2
계획범행,2
구속영장,2
긴급체포,2
등산용,2
전남,2
주차,2
살해,2
자수,2
강원소방본부,2
토대,2
휴대,2
조사,2
가로수,2
가중처벌,2
지장,2
진술,2
렌터카,2
차량,2
