,Value
검찰개혁,0.18209016526809488
법무부,0.17582817381754368
더불어민주당,0.16957575145894266
윤석열,0.16936303211020626
촛불집회,0.16395304874008929
검찰총장,0.16300983275710398
서울중앙지검,0.16211651712751973
페이스북,0.16115640517294186
대검찰청,0.15806019345670616
문재인,0.14165576647116143
검찰,0.13004661749705654
대규모,0.12982896252129725
압수수색,0.12907925545892376
범국민,0.12376882363309272
정경심,0.12296981766864835
시민연대,0.12174172763591308
만큼,0.11993462316341265
국민들,0.11463484066014648
시민들,0.11300876355591752
개혁,0.1087647944479159
청문회,0.10842477537715994
참가자,0.10797525299939785
참가자들,0.10593886627990348
자유한국당,0.10515634212070706
검찰권,0.10411563763417016
국민,0.10188839662747153
청와대,0.10112406092239502
민주당,0.10086408563320728
인사청문회,0.10070534936757376
필요성,0.09712201343960909
시간date,0.09618924180590246
수차례,0.09293294339763926
경남,0.09227052697619062
사모펀드,0.09177522011575402
동양대,0.0910340559069729
검찰청,0.09086935254501029
의원들,0.08967056357229287
국회,0.08964024635235025
촛불,0.08933489075831967
한국당,0.08655817651912381
촛불시위,0.08655660185822955
인천,0.08468301538742978
변호사,0.08410619930235275
법조계,0.08249843494948986
대변인,0.08235796786812764
입장문,0.08154847674699289
바른미래당,0.08120256690067358
원내대표,0.08076108139424315
공수처,0.08051682738511488
시위대,0.08028046097399459
표창장,0.07990945556849673
불가능,0.07934054202474775
수도권,0.07711906657057131
총장,0.07701551001916651
입장,0.0769377866968129
기자단,0.07642004249464117
문화제,0.07611465286918079
수사관,0.07567669700112162
국회의원,0.07476234252101725
이재정,0.07454052132043171
다음달,0.07391627494176314
의원,0.07135137456610234
수사팀,0.07033544191255288
부장검사,0.0681788790159238
범국민시민연대,0.06792906961525311
부산,0.06762149086970566
집행유예,0.0673652985683195
이종걸,0.06487445819145504
사실상,0.063397652572349
대법원,0.062292766465532265
한국,0.06114256294508032
정치검찰,0.060133687778107646
주최측,0.058963668411457684
유시민,0.05883018955590136
노무현재단,0.05883018955590136
위원회,0.05813098953376481
박근혜,0.05791906107556735
전국,0.057383426556010794
교대역,0.056422872875441635
촛불문화제,0.05554415285247516
구속영장,0.054785288626441206
뉴시스,0.05465261919811954
사람들,0.05438952015644895
버닝썬,0.05391517506105118
공직자,0.051525084109529856
범죄자,0.05148552337498901
기상청,0.05139026849831439
이사장,0.05136343435050041
아동학대,0.0511940546847606
인근,0.05071239561074806
조씨,0.05066603516733775
거짓말,0.050541423081995905
최고위원,0.04949632563429523
검찰청사,0.04909669521604099
그동안,0.04891150749630579
전남,0.04760710532077966
충남,0.0475276384595032
미국,0.04736025501682363
인천시,0.0472593404965837
ㄱ씨,0.04687369971198081
전문성,0.04664992638362187
여론조사,0.046130065662602006
패스트트랙,0.045120659713542094
의붓아들,0.04499964010484845
최성해,0.044002275928430534
인천지법,0.04368283367584035
미추홀구,0.04365259674217892
국정원,0.042365341028015244
b군,0.04125742892740478
보고서,0.04099918505702395
조사,0.04076566121586724
징계위원회,0.040247835918091765
창원시,0.04014409410989665
논두렁,0.04014409410989665
경찰관,0.03987602072106832
보육원,0.03976091579494679
이준석,0.03913859354367907
서울대,0.038876239666822444
강남,0.038799752010306825
영장실질심사,0.038358623125272766
강태호,0.03768758531345268
인천지방경찰청,0.03754051978523006
국립과학수사연구원,0.03733823136845709
신고가,0.0370901136552348
목검,0.03698631056797117
경찰청,0.036891356622365
다음날,0.03682639158079855
연구원,0.03653846571748275
혐의,0.036221298585357706
재판부,0.03597787259400433
참고인,0.0356755254531684
대한민국,0.0352774012880118
피의자심문,0.03519198256743202
정의당,0.03449173405084795
미추홀경찰서,0.03432291659041635
징역형,0.03430184003914953
특례법,0.03399093512868329
제대로,0.03393155813402231
취재진,0.03362164184493483
개정안,0.0335936718272597
신고,0.0331715083671659
팔다리,0.03307903660399797
유치장,0.03285205306238513
아동보호전문기관,0.03279948531823965
검은색,0.032570016076871135
경북,0.031725582483777506
의붓아,0.03161516464676724
위원장,0.031595438859013045
경기도,0.031442462698085635
여청,0.03129716926729773
피고인,0.03125773135674845
수원,0.030573136607178527
사무실,0.030310333430892702
피해자들,0.030182880288532183
교육부,0.030144632614442647
전북,0.03007262516323067
성폭력,0.03005141876819613
전수조사,0.029712812571021843
우리나라,0.02878449132691126
긴급체포,0.02860658385791776
문씨,0.028405708474145277
미성년자,0.028291084230244058
온몸,0.028241268205195985
성매매,0.027706250391156727
기자회견,0.027543529592085225
문준용,0.027431532329410126
포승줄,0.027189642437132285
승합차,0.027189642437132285
복지법,0.026747802651640732
서울시,0.026456352887787134
미탁,0.026044866901762574
충분히,0.02596372810692798
공무원,0.02589648750073644
이씨,0.02588057606240583
비공개,0.025517697211239893
업무방해,0.025447847514798262
파슨스,0.025226950552064302
지역별,0.024928118540729963
대구,0.024857501680728734
벌금형,0.02472847158806207
장애인,0.024690102752380594
광주,0.024601811594624316
강원,0.02437587283387791
이의신청,0.023947787212066907
문xx,0.023947787212066907
준용씨,0.023947787212066907
통지서,0.023947787212066907
정보공개,0.023947787212066907
하태경,0.023947787212066907
단국대,0.023649145098073063
교육학,0.023649145098073063
제주도,0.0235057596748456
제주,0.02345830880233357
수사자료,0.023310531482601805
용의자,0.0232968126828475
고등학교,0.022930590426617353
마리,0.02287128185957707
수치심,0.022659373343215838
발견,0.022471439992722008
교육위원회,0.02237659283713082
학생들,0.022309418486719777
일본,0.021994381875082087
부장판사,0.02165716141391446
개인정보,0.021209076088226038
분들,0.021104570507702855
아이들,0.020733153362850965
asf,0.02066783579261266
미조치,0.02064441534611023
카카오톡,0.02064441534611023
충청,0.020537942909903358
학생,0.020500288144420422
화성,0.020437932049716057
미세먼지,0.020160026925798918
의심,0.019926623920471547
직원들,0.01982668180714516
홈페이지,0.019781638442482048
남해안,0.019655363119847412
필리핀,0.019069392988525658
지방자치단체,0.0189377543933271
수사기록,0.018623049007443767
북태평양,0.01857860046927208
성폭행,0.018570394503073333
목격자,0.018360512350062797
고용노동부,0.01823731141045613
남부지방,0.01786724176883672
불필요,0.017848212043593867
감사관,0.017848212043593867
기각결정,0.01766025833352363
동해,0.017580869312506728
노동자,0.01734431558244677
가족,0.01721416777795089
연쇄살인,0.017174183019601635
kbs,0.017137470963029044
상해,0.017133342372896453
김포,0.017031932054410233
응답자,0.016828583696193698
강화군,0.01675568660504684
아프리카,0.016742009085725096
아프리카돼지열병,0.016742009085725096
병원,0.01667723562498668
성희롱,0.01663295824056017
여학생,0.01662431486331224
살처분,0.016608288210796244
마닐라,0.016409561291744614
사회의,0.016001055094241722
국정감사,0.01597851192333018
일요일,0.01574822802938385
중국,0.015726278779045075
농림축산식품부,0.015691052359611487
돼지열병,0.015619351905767739
제자들,0.015495924794433796
관광객,0.015474859087301169
고기압,0.015427250090173197
학교,0.015221720495378812
열병,0.01517567746440993
지자체,0.015111013130851284
용역업체,0.01509887185632528
강화도,0.014984923599174124
복지부,0.014927816715248659
생각,0.014909586277272685
도축장,0.014787408216293145
홍성군,0.014727594817822992
경위,0.01463839509597568
파주,0.01457320114853674
연제구,0.014528788661564157
홍성,0.014211381118869562
부동산,0.014178267716693858
발병,0.014135277955115613
이수,0.01393108710462494
온라인,0.01376863469122281
여성들,0.01342599533027147
상대,0.013409426239376772
서울지방경찰청,0.013311268972590105
김상교,0.013311268972590105
충남도,0.012862038579278371
광천읍,0.012808679284025074
정밀검사,0.01280867928402507
충청권,0.01280867928402507
정확,0.012792547428100869
의심신고,0.012635211968490313
광주지법,0.01251159514146028
정재희,0.01251159514146028
농림축산검역본부,0.012432762571119502
환경부,0.012318953034217994
서울행정법원,0.012064531685773748
근로자,0.011651503598367181
방역당국,0.011540069082767621
대만,0.011071219509352982
재구성,0.010978156897454286
안내양,0.010978156897454286
연천,0.010865132523958376
부산교도소,0.010794621898234255
서울시교육청,0.01074967490326998
학년도,0.010691009573431868
주민들,0.010450892947395056
최저임금,0.009952864178650078
학생부,0.009481553414437844
학종,0.009481553414437844
남학생,0.009289196808812248
보건복지부,0.00860921962859535
방문해,0.00830710905178548
lg화학,0.007824189362375401
소방서,0.00773243036882058
특허침해,0.007547819956128276
sk이노베이션,0.007547819956128276
입주자,0.007493804373784401
경비원,0.007493804373784401
경영상,0.007493804373784401
경비업무,0.007493804373784401
부당해고,0.007493804373784401
위탁관리,0.007493804373784401
교육청,0.006945500369577517
교직원,0.006710485952474878
사립학교,0.006710485952474878
한국인,0.0061619127185096175
관리법,0.0061456292380982986
찜질방,0.0061456292380982986
입법예고,0.0061456292380982986
목욕탕,0.0061456292380982986
외국인,0.005700276653780872
공중위생,0.00568051283656596
봉사활동,0.005436225426455736
소방당국,0.005322995643490657
대원,0.005195115934853075
시행규칙,0.004434988312830207
남자아이,0.004434988312830207
소방관,0.004035675455641157
소방차,0.003907795747003574
요양병원,0.003907795747003574
방화문,0.003907795747003574
부산지역,0.003907795747003574
부담금,0.0029063114187824145
법정부담금,0.0029063114187824145
정형외과,0.002770761558272947
신체검사,0.002577621711891083
간기능,0.002577621711891083
병무청,0.002577621711891083
정신건강의학과,0.002577621711891083
판정기준,0.0025776217118910825
현역판정,0.0018038580781211783
국방부,0.0018038580781211783
