,Value
법무부,0.1856804081844802
압수수색,0.18044308264508635
서울중앙지검,0.12784504552061604
조사,0.1250099458910488
검찰,0.12231674909392527
페이스북,0.1218574130625543
정경심,0.11765933145751635
윤석열,0.11660956924066401
더불어민주당,0.11560440007495232
위원회,0.11556664554243067
자유한국당,0.11536659880342402
서울대,0.11453110833946879
청와대,0.11324895015955723
법조계,0.11265250565586016
동양대,0.11257379775240858
변호인,0.10621681046618212
제대로,0.10589254659458813
법무장관,0.10495741796656342
조국,0.1048080237491249
검찰개혁,0.10350684404031113
만큼,0.10255846479190796
한국,0.10238290326078207
장관,0.10199450856925014
변호사,0.1017510729609408
검찰총장,0.09915860390594225
방배동,0.0989891828697687
민주당,0.09457059958364618
온라인,0.09435916015781695
혐의,0.09402472698821181
문재인,0.09334088877204313
미국,0.09191208334627678
경기도,0.09188148142623931
직원들,0.09132087686716574
사모펀드,0.09025036959867247
증명서,0.08996827669949695
국민들,0.08791472306226226
연세대,0.08782249459992686
조씨,0.08745176846440018
그동안,0.08670852748521338
수차례,0.08375915933973582
학생들,0.08335977425119863
대상자,0.08224093106914988
표창장,0.07749437139261103
교수,0.07709392375425833
인천,0.07701263716164602
허위사실,0.07692246805255075
기자들,0.07590306273584042
사람,0.07499450485451119
공무원,0.07430959648612362
사람들,0.07409472880860883
시간date,0.07394743533377666
이해찬,0.0737209982439899
사실상,0.07292297690604845
구속영장,0.07186283399614109
의원,0.07110856885310896
특수부,0.06873482530659078
대표가,0.06754013241062228
이사장,0.0671320896372415
비공개,0.06712936859132643
취재진,0.06691228577522673
하드디스크,0.0665387881842539
불필요,0.06634564612453515
부장검사,0.06633598767394833
일본,0.0661236074764667
방문해,0.0656420484226632
뉴시스,0.06534168028403156
원내대표,0.06516023022521918
수사팀,0.06493367667982697
대한민국,0.06486431175102317
증거인멸,0.0641423571718442
무분별,0.06405149085548266
피의사실,0.06390669206529616
피고인,0.06257374394236917
재판부,0.06254833716402798
자택,0.06238232913394373
검찰청,0.06050174492304377
전문가,0.060271369249323165
pc,0.05941877967400758
경남,0.059369981768430176
홈페이지,0.059369109638988546
발생,0.058980574934418016
자신,0.05896702511071661
부산,0.05886511042450448
정확,0.05860653351056093
대표,0.05843798207504362
대구,0.05801609747714403
인턴증명서,0.05799749403386949
확인,0.057938635525468886
천안지청,0.057873004262977396
이씨,0.05701412359883662
부산대,0.05658340996182724
의정부지검,0.05645587499268356
대전지검,0.05637802296230887
입장문,0.0554731889162444
센터장,0.055421745751202345
성희롱,0.05530824803327923
부장판사,0.05521003381432371
진행,0.0543848087757047
공익인권법센터,0.05438237674364804
박근혜,0.05429925434912984
피해자들,0.05428132352905203
한국당,0.05423479337044619
소방당국,0.0541765759824037
성매매,0.05408039278725844
개정안,0.05394438413924422
대학원,0.05393892424386866
주민들,0.05360803966076976
충북대,0.05356976747103648
대법원,0.05345088146292611
단국대,0.053397437042105915
유튜브,0.05312251624501403
인턴십,0.05300763034956582
공문서,0.05300739949026337
시민단체,0.052782444418466676
가해자,0.052447822682305696
성폭력,0.05221308442997557
경찰청,0.05178558059272727
전북,0.05167724034028124
경위,0.05164390128851413
위안부,0.051614073898929136
대규모,0.05155121124252499
지도부,0.0514116000210123
항소심,0.05115540435215805
병원,0.050832427928563434
총학생회,0.05058144783002909
김포,0.05032135304290795
마리,0.05026304113243951
유시민,0.05010449492096013
보고서,0.05007189600127056
기사,0.04999613163757349
명예훼손,0.04991708183946061
불가능,0.0498357493173879
국회의원,0.049461806803421604
노무현재단,0.0489016472046469
김포시,0.048872257528089644
가족들,0.048710033946121195
국민,0.04867989542062408
연구원,0.04863781353562346
ㄱ씨,0.04806424989591256
여성,0.04773403414803159
원내대책회의,0.04772039754967954
한인섭,0.04730171374883485
충북,0.047272760812296796
성폭행,0.04688858310075584
아프리카,0.04683156520387145
이화여대,0.04649031756168294
운전자,0.045749007465857104
간호사,0.04539948010821063
경북,0.045393425438811016
정의당,0.045209743769376275
보건복지부,0.0451845029041495
대검찰청,0.04514871264030046
화성,0.045082097200211675
피해,0.04457603139553637
청원,0.04409119381830043
우리나라,0.04407277921707945
접수,0.04397680015617424
흉기,0.043092090769651065
불구속,0.043003013532411545
용의자,0.04291492038725055
노동자,0.04288381681010139
간담회,0.042880611470493865
팀장,0.04275239070225698
sns,0.042628341185619215
알릴레오,0.04258692182620449
기자회견,0.042066938359443695
아프리카돼지열병,0.04173807642763198
경찰관,0.041541952694792536
구성원,0.041298969227560545
사회의,0.04127107510411294
류석춘,0.04096516322318156
인근,0.04087388471806668
국민제안,0.04038635375737365
화재,0.040220749421646725
사진,0.039922119268321794
제주,0.03894802026723645
종로구,0.03885273700810787
압수수색팀,0.03860639743680152
아파트,0.03822548101732138
발견,0.03819946091304847
살해,0.03803782947321599
울산,0.03801653975875049
환자,0.03799014953431317
승용차,0.0379328570709523
위원장,0.037854276552165646
이원욱,0.0376538429115425
요양병원,0.037523537340539544
여성들,0.03740285853086161
그간,0.037246355561081
돼지열병,0.036714815220593465
발병,0.03629080180757878
신청,0.03603235846158876
상대,0.035963565336750186
회복,0.03543384611472301
범행,0.035399642886475714
신고가,0.034748098785476
사회학,0.03465069850862039
국무회의,0.03449148740471789
양형,0.033742525378862624
교육부,0.033388347606053054
혈중알코올농도,0.033329312150681994
중학생,0.033213422515778745
인천시,0.03285303367031411
풍무동,0.03278890821569
서울지방경찰청,0.03275909506067609
연천,0.03208406561320077
사망자,0.032035940807717815
청주,0.031856112785363565
asf,0.03171056217360382
국정농단,0.031560515057522116
남성,0.03153828621162446
수원,0.031490317157254935
살인사건,0.031126677512888033
보일러실,0.03099689022030537
중국,0.030441365845319226
파주,0.029887365690754873
음주운전,0.029459425483330477
목격자,0.02941505648002708
지능범죄수사대,0.029324108414738845
정밀검사,0.029319487494463104
개인정보,0.02928377997620924
의약품,0.029179555726478856
최씨,0.029120271203157334
강원,0.029119463698163255
경기,0.02910686761995399
대리인,0.0289356146046245
소방관,0.028931261165915673
대구지법,0.028613554667654074
복지부,0.028610673428198844
열병,0.028370069848855393
고등학교,0.028273677995848356
체포,0.02819580337872314
kbs,0.02816289609046928
근로자,0.02813631705908249
농림축산식품부,0.027815368958280472
살처분,0.027701241458065337
말다툼,0.027461979530790295
경기소방본부,0.027157959443936633
불인정,0.027157003584934725
주차장,0.026801628838867192
돼지,0.02664305266448586
전남,0.0263335068025776
부상자,0.026283297380746546
환자들,0.02625275559653356
돼지농장,0.02554149799483342
사측,0.025209103058954754
삼성,0.025115300046012014
jtbc,0.024766106774065363
아이들,0.024666277666376007
교통사고,0.024640828077892175
노동자들,0.024464103626068438
서울행정법원,0.024418883659956758
뉴욕,0.024340377501994578
국민청원,0.023815960751939057
화성시,0.023704541617425728
입원환자,0.023458625583351034
일자리,0.023060033202841362
김포요양병원,0.022816394028285017
태안읍,0.02271973383841986
적성면,0.022259304174861955
a양,0.021887787600571407
노래방,0.021887787600571404
심사원,0.021887787600571404
소년분류심사원,0.021887787600571404
농식품부,0.021684584328128035
dna,0.021470004687871136
경기남,0.021382750074792088
파주시,0.02131122088917246
화성사건,0.0212484873737485
인명피해,0.021167309449837562
장애인,0.020958119505815845
