,Value
법무부,0.21636772341414365
윤석열,0.21277258777172847
관계자,0.20501599148093042
검찰총장,0.19469235313875674
윤중천,0.1875915883980007
김학의,0.18262780240137177
서울,0.17635991898679407
윤씨,0.1731639135304044
한겨레,0.16084549602003945
건설업자,0.15130253390326895
여환섭,0.14781470929813906
대검찰청,0.14216821126000032
청와대,0.14023604317853064
사실무근,0.1337254517395591
성접대,0.12813044486274208
보고서,0.12656778617305134
조사단,0.12586565724091112
인사검증,0.12548296469096226
민정수석실,0.11546189418358492
허위사실,0.11454312726563821
지검장,0.11416689581076417
재수사,0.1126436501257823
원주,0.10653629739607323
수사단,0.10588512482945273
위원회,0.10471619112493298
과거사,0.10107467624986018
진상조사단,0.0955302521793007
전화번호부,0.09525531040447521
국정감사,0.09492803617342337
문재인,0.09355045368383466
수사기록,0.09252459313359994
검찰,0.09196013278623376
대구,0.09120690714731364
사실관계,0.09033520578810873
자유한국당,0.09006989592111694
윤중천씨,0.08884712789652728
한겨레신문,0.08583880712899682
명예훼손,0.08449398779745532
재검토,0.07872611082703018
재조사,0.07848941055661784
면담보고서,0.07807975038235868
더불어민주당,0.07675613604571284
페이스북,0.07664296888746502
제대로,0.07504142977313821
과거사위,0.07501845742166817
휴대전화,0.07478491198183079
한국당,0.07440040919979697
수차례,0.0739958338064662
경찰,0.07314884126444597
대변인실,0.072374853560982
대법원,0.06914902465753729
수사단장,0.06853236555862587
의원들,0.0684142210672787
박지원,0.06831196430808241
구속영장,0.0673196416286678
강원도,0.06678501542452406
민정수석,0.06562064947912716
법제사법위원회,0.0648704447462438
검찰개혁,0.0646327467038198
사진상,0.06408279231571085
원내대표,0.06246817497991399
대한민국,0.06091421407295885
사실,0.05947201969429612
대구고검,0.05867401286867965
김씨,0.05828391191897584
사법부,0.05640576092208206
보도,0.055643956259212576
기자들,0.05466217254743114
a씨,0.05422581622968132
총장,0.0541740637516137
혐의,0.053622842340953374
전화번호,0.05353614823079899
변호사,0.05280512032599247
이날,0.05196050347857155
유시민,0.05142078211369251
박근혜,0.04908930626115115
조사,0.04847712003248878
입장문,0.048379566458424304
바른미래당,0.04813156257025227
kbs,0.046708790795924895
과거사위원회,0.04487273284504635
운명체,0.044184874474941745
출판물,0.0435894399639493
채동욱,0.04351571005031791
나경원,0.043148477743658056
서울중앙지검,0.04246854626340902
피해자,0.04243364190957565
사법농단,0.04203070395860815
이사장,0.04193634496278807
공동운명체,0.04120026254734282
최소화,0.04116263519780776
고소장,0.04110956320140333
노무현재단,0.04063928697410898
수사권고,0.04024737051648722
병원,0.03934848637597679
구속기소,0.03908471723456659
조씨,0.03901054866695462
남성,0.03837210951609386
수사,0.037462012935204826
통화내역,0.03615949490576176
무소속,0.036114523679034845
손해배상청구,0.03554959282473886
부산,0.034093318795442716
사건,0.03391122191630277
민형사,0.033883500590853106
법무장관,0.03376388280325618
서울중앙지법,0.03328615425846099
녹음테이프,0.03297323151671425
대법원장,0.03245533015550514
가능성,0.03238571551915453
신고,0.03224732228181758
변호인,0.031880124047649526
검찰수사단,0.03187766722384607
물질,0.0314187157297877
승용차,0.03138795727346659
대구지검,0.031048583448179283
접대,0.030933899788171768
김명수,0.030236092155792055
김어준,0.029671515965215042
부장판사,0.028731562335441996
전북,0.02868046012125378
법조계,0.028676521558067693
직원,0.02849743372391319
동양대,0.028437069185990232
만큼,0.028103526455806153
최고위원,0.028027688933179345
의혹,0.0279054425223579
성폭행,0.027856062008630604
검거,0.027784358072368284
