일자,Combination,조합 빈도수,빈도수 A,빈도수 B,Support A,Support B,confidence A,confidence B,Lift,targetValue
20190928,asf_가축,2,6,3,-3.597312260588446,-4.290459441148391,-1.0986122886681096,-0.4054651081081645,3.1918471524802814,6.383694304960563
20190928,asf_결과,1,6,3,-3.597312260588446,-4.290459441148391,-1.791759469228055,-1.0986122886681098,2.498699971920336,2.498699971920336
20190928,asf_경기,1,6,6,-3.597312260588446,-3.597312260588446,-1.791759469228055,-1.791759469228055,1.805552791360391,1.805552791360391
20190928,asf_경기도,1,6,12,-3.597312260588446,-2.9041650800285006,-1.791759469228055,-2.4849066497880004,1.1124056108004456,1.1124056108004456
20190928,asf_긴급,1,6,7,-3.597312260588446,-3.4431615807611875,-1.791759469228055,-1.9459101490553132,1.6514021115331325,1.6514021115331325
20190928,asf_나흘,1,6,5,-3.597312260588446,-3.7796338173824005,-1.791759469228055,-1.6094379124341003,1.9878743481543455,1.9878743481543455
20190928,asf_농림축산식품부,1,6,4,-3.597312260588446,-4.00277736869661,-1.791759469228055,-1.3862943611198906,2.211017899468555,2.211017899468555
20190928,asf_농식품부,1,6,4,-3.597312260588446,-4.00277736869661,-1.791759469228055,-1.3862943611198906,2.211017899468555,2.211017899468555
20190928,asf_대상,1,6,3,-3.597312260588446,-4.290459441148391,-1.791759469228055,-1.0986122886681098,2.498699971920336,2.498699971920336
20190928,asf_돼지,3,6,4,-3.597312260588446,-4.00277736869661,-0.6931471805599452,-0.2876820724517808,3.3096301881366648,9.928890564409993
20190928,asf_돼지농장,1,6,4,-3.597312260588446,-4.00277736869661,-1.791759469228055,-1.3862943611198906,2.211017899468555,2.211017899468555
20190928,asf_돼지열병,1,6,7,-3.597312260588446,-3.4431615807611875,-1.791759469228055,-1.9459101490553132,1.6514021115331325,1.6514021115331325
20190928,asf_마리,2,6,7,-3.597312260588446,-3.4431615807611875,-1.0986122886681096,-1.252762968495368,2.344549292093078,4.689098584186156
20190928,asf_분께,1,6,3,-3.597312260588446,-4.290459441148391,-1.791759469228055,-1.0986122886681098,2.498699971920336,2.498699971920336
20190928,asf_사람,1,6,6,-3.597312260588446,-3.597312260588446,-1.791759469228055,-1.791759469228055,1.805552791360391,1.805552791360391
20190928,asf_신고,2,6,5,-3.597312260588446,-3.7796338173824005,-1.0986122886681096,-0.916290731874155,2.681021528714291,5.362043057428582
20190928,asf_신고가,1,6,4,-3.597312260588446,-4.00277736869661,-1.791759469228055,-1.3862943611198906,2.211017899468555,2.211017899468555
20190928,asf_아프리카,1,6,6,-3.597312260588446,-3.597312260588446,-1.791759469228055,-1.791759469228055,1.805552791360391,1.805552791360391
