,Value
법무부,0.21571710290581336
서울중앙지검,0.18310873847011072
검찰,0.16446009270642115
정경심,0.15987939066780316
조국,0.14844257787137824
청와대,0.14398067735978504
문재인,0.1361511034663499
동양대,0.1348362750445907
집회,0.12787517679497315
대규모,0.12411119308309487
비공개,0.12346696860571155
검찰개혁,0.12219795982190391
부장검사,0.11584389733392318
재소환,0.1121489466495953
사모펀드,0.11137560403651853
참가자들,0.10994559819055298
검찰총장,0.10901561179141499
광화문,0.10885473023699165
촛불집회,0.1086906485814424
검찰청사,0.10693668536669317
장관,0.10664256215045644
페이스북,0.10574323056195212
윤석열,0.10313510933800188
건강상,0.10105260760991487
검찰청,0.09862145015548461
자유한국당,0.09859251783289048
변호인단,0.09710612242956687
지하주차장,0.09422661369681878
조사,0.09279586286949154
출입구,0.09152415657105943
사거리,0.09097529258803787
웅동학원,0.09011387825502651
개혁,0.0892889723343027
공수처,0.08614081912915066
포토라인,0.08298068384797849
교수,0.08227695102936383
사람들,0.08199817487637841
구속영장,0.08144987553230901
중앙지검,0.08041796287363072
취재진,0.08019195119507873
고형곤,0.0798038352399064
오른쪽,0.07882013783029573
문화제,0.07868526532499238
만큼,0.07836440924506836
생각,0.0780919817652309
공개소환,0.07795360491492788
더불어민주당,0.07728069840723076
변호사,0.07713828772915653
참가자,0.07626238217602241
자녀들,0.075658739380041
보도자료,0.07471811798810736
변호인,0.0742090686022133
부산,0.07340348162055227
법무부장관,0.07279310339750644
혐의,0.0727016102909101
안전펜스,0.07219594078381518
태극기,0.07188333866477377
정씨,0.07133096080332496
출석,0.071297968402551
보수단체,0.06964854092223959
시민들,0.06912616817778845
법조계,0.06879555105296112
제대로,0.06848848776260544
검사,0.06796029414164642
귀가,0.06783682832619055
대검찰청,0.06738113889395637
검찰권,0.06724204040267927
수차례,0.06720951710125828
촛불문화제,0.06684801099234194
증거인멸,0.06565253590798142
조씨,0.06548488345612578
필요성,0.06486127669555057
검사장,0.06454887725868104
표창장,0.06420125740152838
경찰청,0.06376245282714552
공직자,0.0631644404658683
국민들,0.06299471756631514
맞불집회,0.06294263516333264
우리공화당,0.06244796055287014
입시,0.06236892906856385
법무장관,0.06232493653516005
특수부,0.06195696509597307
건강,0.061153651896766366
부인,0.06069847145252788
진영,0.06064565133423188
범국민,0.060344412369612424
소환,0.06020964509457726
압수수색,0.060140639343679164
대법원,0.059643789260489945
주차장,0.059624840605933156
국정감사,0.05934751815405558
불출석,0.05902319994542189
공무집행방해,0.058809598610082496
임은정,0.05806456203854829
이틀,0.05805709248747829
신병처리,0.05747624660167026
시민연대,0.05662540059644108
소환조사,0.0557204225793553
고위공직자,0.05523903593208012
영국,0.055118218188449315
국정원,0.05425968104663015
범국민시민연대,0.053866612920314236
촉구,0.053423691330256665
인근,0.05303065849089471
사문서,0.05234709547441833
대법원장,0.052137476147513975
대학원,0.05106297564513379
장혜원,0.050973577627475675
온라인,0.050973577627475675
시신경,0.050351195365015776
반포대로,0.05027440831779723
성모병원,0.04985373576227706
동료들,0.049515548199838215
청문회,0.04946969804238556
자유연대,0.04930409530734772
불나방,0.04917457046411466
조폭들,0.04917457046411466
부나방,0.04917457046411466
홍준표,0.04917457046411466
단합대회,0.04917457046411466
모래성,0.04917457046411466
좌파들,0.04917457046411466
조폭식,0.04917457046411466
네거리,0.04887115897456094
경찰관,0.04874782884130256
분께,0.04852170122296684
수사팀,0.04844178931970571
행정안전위원회,0.04806250401375473
울산지검,0.04806250401375473
사건관계인,0.04772710519070983
운용사,0.04744320573752658
서울성모병원,0.047334247546282515
교대역,0.04651868364836732
시간date,0.04643320422125742
참고인,0.04613237546645253
현장,0.04586573041084959
맞불,0.04564764543665722
누에다리,0.04496571529030409
무력화,0.04406580628332524
수사권,0.043748865788400655
서울경찰청,0.043618939272408175
병원,0.04353456756303075
결사항전,0.042594563420107805
촛불,0.04247434272797759
정춘숙,0.040769707310731824
직원들,0.0406856385017705
개혁안,0.03978339650157945
오남용,0.03959452067570573
신청,0.03945622651226263
한국당,0.03943681104045655
서울지방경찰청,0.03931846881417215
자소서,0.038876593975317925
정주영,0.038706877558705576
대표가,0.038584322117870364
손팻말,0.03839102271512265
피의사실공표,0.0382294165708847
공표,0.0382294165708847
고발,0.0382294165708847
원내대변인,0.0382294165708847
민주당,0.0382294165708847
성상헌,0.0382294165708847
출입문,0.038098309889500845
하드디스크,0.03789609473005304
방문해,0.03765121736224463
형사부,0.037353502632192254
고발장,0.03705579833776973
배당,0.03705579833776972
차관급,0.03693716220979636
사람,0.03635310398884582
불가능,0.03557185554387945
공무상,0.034691502759685855
친인척,0.034691502759685855
대구,0.034547183496711674
사진,0.03447777381606316
생중계,0.03385272515279726
충북,0.03211629206783842
수호,0.03207533741986076
참가,0.03207533741986076
당사자,0.031921793767221235
기자들,0.031776138214776976
모습,0.031652332449633024
언론사,0.03159777079012492
일반인,0.031214206579336854
사랑의교회,0.03036218101183856
일대,0.03036218101183856
시계탑,0.030362181011838556
부장판사,0.030148530671954697
국회의원,0.02989930416144859
방배동,0.028980495676085315
직접투자,0.028980495676085315
충분히,0.028698778939283052
위원회,0.028618801757342285
일들,0.028397987781868535
탈북민,0.02793689268884016
성추행,0.02730435537021407
거짓말,0.0272403295240295
추모위원회,0.027115503216420103
북민,0.027115503216420103
관악구,0.027115503216420103
공사대금,0.026913932446170297
김어준,0.026628370826428743
방송,0.026463705031475764
폭력시위,0.0258870466091715
시작,0.025160476132091013
웅동중학교,0.023951046579570413
상황,0.023851638402028193
경찰서,0.023825680711008216
전북,0.023051372559873093
추모위,0.02250180746853683
차단벽,0.02250180746853683
시위자,0.02250180746853683
불법행위,0.02250180746853683
봉천동,0.02250180746853683
폭력시위자들,0.02250180746853683
그동안,0.02176177508466264
경남,0.021168213684254075
kbs,0.02107288684894385
시간대,0.02062336857940903
jtbc,0.01950176328240868
공무원,0.019437664665876434
성명서,0.018812215978884557
공론화,0.018258272091317293
긴급체포,0.017945745655321626
cctv,0.01743278363206515
서울대,0.01706375104619222
고려대,0.014342800978939158
