,Value
압수수색,0.1697059891308993
법무부,0.1674270915538521
자유한국당,0.16019402692991372
청와대,0.15583158661101512
검찰,0.14551545745754244
서울중앙지검,0.13334026714527236
문재인,0.13183811742981402
직권남용,0.12745410185750522
더불어민주당,0.12681613559730753
검찰개혁,0.12332153078185804
법무장관,0.11990621366735038
검찰총장,0.1164597836588162
장관,0.11567114541991462
한국당,0.114838506685913
페이스북,0.11211676903260455
조국,0.11058859556272871
바른미래당,0.11017770852100103
혐의,0.10939360417658019
그동안,0.10684286060293224
윤석열,0.10523170084683853
주광덕,0.10500465998322098
만큼,0.10482037603301161
검사,0.10481016808733082
원내대표,0.10366428517698574
대정부질문,0.10189740638926183
대한민국,0.09721722173496436
거짓말,0.09573058690567673
의혹,0.09438049361797402
정경심,0.09354091095769894
검찰권,0.09047555619218187
사람들,0.08946748674295094
팀장,0.08896418300878825
민주당,0.0887073677952707
강기정,0.08861147487827598
사실상,0.08793876940963313
나경원,0.08746421061037822
수사권,0.08598661565182142
검찰청법,0.08499973816647294
통화,0.08430006504940539
전남,0.08416750191999386
수차례,0.08308276645000484
대검찰청,0.08233346901074413
기자들,0.08065856900805718
국민,0.08037098297978888
대표가,0.07963417082688938
전화,0.07961900618904266
조사,0.07836755390782443
전화통화,0.07818994409402771
공무원,0.0781304806122334
시간date,0.07709865919169329
동양대,0.07702302620035906
국회의원,0.0765827814941228
의원,0.0765242439295452
제대로,0.07634841491919689
미국,0.07634090944514459
변호사,0.07508540970913379
국회,0.07471264313835015
이해찬,0.07386841554892934
대법원,0.07350079573013239
대통령,0.07310784764898866
온라인,0.07287508741615982
위원회,0.07247538323877872
상태,0.07214880151690133
공직자,0.07121008088781437
공권력,0.07039530446646625
서울대,0.07010799100549983
인사권,0.06989904357815972
정무수석,0.06949380097954083
공수처,0.06884796539610367
자택,0.06710444216368738
대변인,0.06655833057343995
청문회,0.06604922969946111
개혁,0.06602057234701378
경찰청,0.06592234919663204
황교안,0.06397634304204097
취재진,0.0639135715107744
생각,0.06390711002183636
검경,0.06327660895004006
충분히,0.06294778208233764
법조계,0.06269800210204536
