,Value
법무부,0.20765882777005557
부장판사,0.15131138309283157
동양대,0.1490608752512384
조씨,0.13616410697336206
구속영장,0.13319492626602425
사모펀드,0.1327209866211254
서울중앙지검,0.13079501085906345
혐의,0.12831150226322813
청와대,0.128201264285224
검찰,0.12285514903896455
장관,0.11934697497226679
정경심,0.11716596773029923
서울중앙지법,0.11690458438651694
자유한국당,0.11019074421091862
코링크,0.10559882436525438
피고인,0.10386808533384594
변호사,0.10318554893399191
재판부,0.10195174046017909
서울대,0.10014383533795587
조국,0.09795168302417692
그동안,0.09778012202404245
법조계,0.09572628354422488
호송차,0.09350040499818199
대검찰청,0.09253224870360699
후보자,0.09204125243906522
청문회,0.09182277333795351
문재인,0.09178657370888764
변호인,0.09107776815633463
조사,0.09037365133019766
표창장,0.08930509916694684
웰스씨앤티,0.08917237673690176
법무장관,0.08895875626842116
운용사,0.0881504407735453
미국,0.08790663198928157
코링크pe,0.08599599266885542
부장검사,0.08410646603451485
검찰청,0.0834986008631765
온라인,0.08293709145376557
영장실질심사,0.08102445086378088
가족,0.0808104141972944
병원,0.08054070329790887
의혹,0.07855116153437242
부산,0.07812905470372919
허위공시,0.07793112379880533
코링크프라이빗에쿼티,0.07769738754141112
인사청문회,0.07742660487120073
취재진,0.07733886502674671
검찰개혁,0.07728940463122361
더불어민주당,0.07685049168146985
압수수색,0.07503669711887456
증거인멸,0.07482750123925183
서울구치소,0.07470734040376861
회삿돈,0.07458252382440946
사실상,0.0738072499597197
구속,0.0733602764287366
시장법,0.0721822301665576
만큼,0.07186059222954973
자신,0.07167762689141428
위원회,0.07135693846191042
대법원,0.0712931167473166
윤석열,0.07103625111578754
자본시장법,0.07100222609320486
진술,0.07092992580086076
사람들,0.07039221173379455
인천국제공항,0.07035056971293326
박근혜,0.07032022922572018
한국,0.06990238365630089
정신과,0.06741536549077241
페이스북,0.06726023801051609
형사사건,0.06641417655294994
pe,0.06606648612953196
증거인멸교사,0.06534305265074106
제대로,0.06398232789594133
이사장,0.06351925978907391
나경원,0.06315296848803355
재검토,0.06308933777215063
구치소,0.06253667249833093
학생들,0.06229609867387658
범행,0.06225933483407322
사문서,0.06215692081309233
전문가,0.0621548193163862
공직자,0.062092871970102506
가로등,0.06208081076490416
충분히,0.06177015842841817
고형곤,0.061446224699815026
노무현재단,0.0612185849709873
유시민,0.0612185849709873
불공정,0.06103060611538086
부산대,0.06024318345150071
ㄱ씨,0.05976359027376926
명동,0.05929516601224637
원내대표,0.05911470542273365
여성,0.058657668475853735
실소유주,0.05862228480355799
