일자,특성추출,문서 식별자,Value
20190920,힐링캠프,1,-6.4457198193855785
20190920,힐링,2,-5.752572638825633
20190920,히어로들,1,-6.4457198193855785
20190920,히어로,1,-6.4457198193855785
20190920,히말라야,2,-5.752572638825633
20190920,히로시마,1,-6.4457198193855785
20190920,히든,1,-6.4457198193855785
20190920,흰색,1,-6.4457198193855785
20190920,희생자들,3,-5.3471075307174685
20190920,희생자,2,-5.752572638825633
20190920,희망브리지,1,-6.4457198193855785
20190920,희망나눔,1,-6.4457198193855785
20190920,흥덕구,1,-6.4457198193855785
20190920,흡음재,1,-6.4457198193855785
20190920,흑산면,2,-5.752572638825633
20190920,흐름,1,-6.4457198193855785
20190920,흉악범,2,-5.752572638825633
20190920,흉기,3,-5.3471075307174685
20190920,휴식기,1,-6.4457198193855785
20190920,휴무제,1,-6.4457198193855785
20190920,휴대폰,4,-5.059425458265688
20190920,휴대전화,6,-4.653960350157524
20190920,휴가철,1,-6.4457198193855785
20190920,휴가비,1,-6.4457198193855785
20190920,훼손,2,-5.752572638825633
20190920,훈방,1,-6.4457198193855785
20190920,훈련장,2,-5.752572638825633
20190920,훈련,2,-5.752572638825633
20190920,후폭풍,1,-6.4457198193855785
20190920,후포,2,-5.752572638825633
20190920,후쿠시마,3,-5.3471075307174685
20190920,후임자,1,-6.4457198193855785
20190920,후일담,1,-6.4457198193855785
20190920,후유증,3,-5.3471075307174685
20190920,후원선수,1,-6.4457198193855785
20190920,후원금,3,-5.3471075307174685
20190920,후원,2,-5.752572638825633
20190920,후속조치,2,-5.752572638825633
20190920,후보자,4,-5.059425458265688
20190920,후보등록,1,-6.4457198193855785
20190920,횡단보도,1,-6.4457198193855785
20190920,횡계리,1,-6.4457198193855785
20190920,회화,1,-6.4457198193855785
20190920,회장,2,-5.752572638825633
20190920,회의장,1,-6.4457198193855785
20190920,회의실,1,-6.4457198193855785
20190920,회의록,1,-6.4457198193855785
20190920,회의,1,-6.4457198193855785
20190920,회원들,2,-5.752572638825633
20190920,회원권,1,-6.4457198193855785
20190920,회원국,3,-5.3471075307174685
20190920,회수액,1,-6.4457198193855785
20190920,회성,1,-6.4457198193855785
20190920,회상,1,-6.4457198193855785
20190920,회삿돈,3,-5.3471075307174685
20190920,회사명,1,-6.4457198193855785
20190920,회사,1,-6.4457198193855785
20190920,회복중,1,-6.4457198193855785
20190920,회계장부,1,-6.4457198193855785
20190920,회계자료,1,-6.4457198193855785
20190920,회견,1,-6.4457198193855785
20190920,황한식,1,-6.4457198193855785
20190920,황토방,1,-6.4457198193855785
20190920,황토,1,-6.4457198193855785
20190920,황철규,1,-6.4457198193855785
20190920,황천모,1,-6.4457198193855785
20190920,황영미,1,-6.4457198193855785
20190920,황씨,1,-6.4457198193855785
20190920,황산테러,1,-6.4457198193855785
20190920,황덕순,1,-6.4457198193855785
20190920,황교안,2,-5.752572638825633
20190920,활약상,1,-6.4457198193855785
20190920,활성화,6,-4.653960350157524
20190920,활동비,3,-5.3471075307174685
20190920,활동가들,1,-6.4457198193855785
20190920,활동가,2,-5.752572638825633
20190920,활동,3,-5.3471075307174685
20190920,환치기,7,-4.499809670330265
20190920,환자들,2,-5.752572638825633
20190920,환자,4,-5.059425458265688
20190920,환경부,6,-4.653960350157524
20190920,환경보호,1,-6.4457198193855785
20190920,환경미화원,1,-6.4457198193855785
20190920,환경개선,1,-6.4457198193855785
20190920,확인,6,-4.653960350157524
20190920,확산,2,-5.752572638825633
20190920,확보,1,-6.4457198193855785
20190920,확대,1,-6.4457198193855785
20190920,화학물질,1,-6.4457198193855785
20190920,화증,1,-6.4457198193855785
20190920,화장품,1,-6.4457198193855785
20190920,화장실,4,-5.059425458265688
20190920,화요일,1,-6.4457198193855785
20190920,화성을,1,-6.4457198193855785
20190920,화성연쇄살인사건,21,-3.4011973816621555
20190920,화성연쇄살인범,1,-6.4457198193855785
20190920,화성연쇄살인,1,-6.4457198193855785
20190920,화성시,9,-4.2484952420493585
20190920,화성살인,1,-6.4457198193855785
20190920,화성살,1,-6.4457198193855785
20190920,화성사건,10,-4.143134726391533
20190920,화성군,7,-4.499809670330265
20190920,화성경찰서,1,-6.4457198193855785
20190920,화성,103,-1.8109908311559426
20190920,홍콩달러,1,-6.4457198193855785
20190920,홍정오,1,-6.4457198193855785
20190920,홍서윤,1,-6.4457198193855785
20190920,홍보대사,1,-6.4457198193855785
20190920,홍보관,1,-6.4457198193855785
20190920,홍모,1,-6.4457198193855785
20190920,홍록기,1,-6.4457198193855785
20190920,홍도,2,-5.752572638825633
20190920,홈플러스,2,-5.752572638825633
20190920,홈페이지,6,-4.653960350157524
20190920,홈고객,3,-5.3471075307174685
20190920,혼잡이,1,-6.4457198193855785
20190920,혼잡도,1,-6.4457198193855785
20190920,혼잡,1,-6.4457198193855785
20190920,혼자,1,-6.4457198193855785
20190920,혼비백산,1,-6.4457198193855785
20190920,혼다,1,-6.4457198193855785
20190920,혼거실,2,-5.752572638825633
20190920,호흡기,7,-4.499809670330265
20190920,호흡곤란,3,-5.3471075307174685
20190920,호흡,1,-6.4457198193855785
20190920,호프집,1,-6.4457198193855785
20190920,호주,1,-6.4457198193855785
20190920,호실,1,-6.4457198193855785
20190920,호봉제,2,-5.752572638825633
20190920,호남권,1,-6.4457198193855785
20190920,호남,1,-6.4457198193855785
20190920,호날두,5,-4.836281906951478
20190920,호날,5,-4.836281906951478
20190920,혜화동,1,-6.4457198193855785
20190920,형평성,1,-6.4457198193855785
20190920,형틀목공,1,-6.4457198193855785
20190920,형사항소,2,-5.752572638825633
20190920,형사책임,1,-6.4457198193855785
20190920,형사소송법,2,-5.752572638825633
20190920,형사사건,1,-6.4457198193855785
20190920,형사부,10,-4.143134726391533
20190920,형사들,4,-5.059425458265688
20190920,형사계장,1,-6.4457198193855785
20190920,형사,2,-5.752572638825633
20190920,형법상,2,-5.752572638825633
20190920,협회장,1,-6.4457198193855785
20190920,협진,1,-6.4457198193855785
20190920,협의회,4,-5.059425458265688
20190920,협약식,2,-5.752572638825633
20190920,협약,2,-5.752572638825633
20190920,협상력,1,-6.4457198193855785
20190920,협박죄,1,-6.4457198193855785
20190920,협박,1,-6.4457198193855785
20190920,협력업체,5,-4.836281906951478
20190920,협력사,3,-5.3471075307174685
20190920,협력,1,-6.4457198193855785
20190920,혐의점,1,-6.4457198193855785
20190920,혐의자,1,-6.4457198193855785
20190920,혐의부인,1,-6.4457198193855785
20190920,혐의,15,-3.7376696182833684
20190920,혐오,1,-6.4457198193855785
20190920,혈청학,1,-6.4457198193855785
20190920,혈중알코올농도,1,-6.4457198193855785
20190920,혈액형,20,-3.4499875458315876
20190920,혈관육종암,1,-6.4457198193855785
20190920,혈관벽,1,-6.4457198193855785
20190920,현화영,4,-5.059425458265688
20190920,현행유지,1,-6.4457198193855785
20190920,현행범,3,-5.3471075307174685
20190920,현찰청장,1,-6.4457198193855785
20190920,현직,1,-6.4457198193855785
20190920,현지시각,1,-6.4457198193855785
20190920,현장증거물,1,-6.4457198193855785
20190920,현장조사,2,-5.752572638825633
20190920,현장실습,1,-6.4457198193855785
20190920,현장방문,1,-6.4457198193855785
20190920,현장,7,-4.499809670330265
20190920,현유리,1,-6.4457198193855785
20190920,현역,3,-5.3471075307174685
20190920,현수막,1,-6.4457198193855785
20190920,현상금,3,-5.3471075307174685
20190920,현대해상,2,-5.752572638825633
20190920,현대판,1,-6.4457198193855785
20190920,현대중공업지부,1,-6.4457198193855785
