,Value
조사,0.2197245101750065
병원,0.17278033187535013
강원,0.16695981010906422
ㄱ씨,0.16011200023097052
경위,0.15633194826709437
운전자,0.14516584316711278
정확,0.14091650691675536
치료,0.13417405111910813
도로,0.1339532391876239
경상,0.13298791150597314
분께,0.12695247846984128
호흡,0.11940933308536854
양구군,0.11415797088692194
강원도,0.11398475442116292
상대,0.11242160893703144
의무병,0.11172747863732634
사망,0.11056846707251816
차량,0.10522221877296806
군용,0.10335333040595124
구급차,0.10335333040595124
뒷좌석,0.10335333040595124
양구읍,0.10335333040595124
양구서,0.10335333040595124
전북,0.10327536886166735
의무대,0.10092283815635564
병사,0.10092283815635564
사단,0.10092283815635564
환자,0.10092283815635562
추석,0.10062519655676731
이송,0.10036065311360802
조수석,0.09675046560224833
병장,0.09675046560224833
상병,0.09675046560224833
장병,0.09675046560224833
중위,0.09675046560224833
국도,0.09457432633710523
도사리,0.09457432633710523
불편,0.09431997335265269
운전병,0.09431997335265269
구속영장,0.09338362556072137
인근,0.09264294663336625
승용차,0.09069626722012653
제주,0.09040610515518793
경북,0.09019913125431363
부산,0.090074261939153
청주,0.08972102311347703
장교,0.089353186949142
충북,0.08727078879336454
원인,0.0827358417937016
혐의,0.08262788930375872
ㄴ씨,0.08230614475928202
양구,0.08108491939697311
상처,0.08041157401027528
출동,0.07978323310779427
목격자,0.07930001012879019
아파트,0.07849334427665336
개신동,0.07737089937042294
경남,0.07668394174014605
전복,0.0757634595315791
전남,0.0733049092296179
주민,0.07165994622320312
추석날,0.06940621742532078
발생,0.06907867082611863
혈중알코올농도,0.06885030994269879
신고,0.06871354015477173
체포,0.06849998190224936
상태,0.06812837395041751
인천,0.06768988347801685
법무부,0.06728034831765556
소방당국,0.06614303564564462
동승자,0.06557013133176504
건물,0.06474471860346878
운전,0.06458804121149021
군산,0.06389486225919679
현주,0.06194773836335023
자신,0.06173745854428661
교통사고,0.061096269844012244
어머니,0.060264034103045774
피해,0.059634091838297175
서원구,0.05963409183829717
재산,0.05963409183829717
추산,0.05963409183829717
연기,0.05963409183829717
소방서,0.05963409183829717
신청,0.05863354251660171
수송동,0.05672942337723102
군산시,0.05672942337723102
연휴,0.05555298836380057
청원경찰서,0.054472766292818296
범행,0.054472766292818296
물방,0.05441856619483324
건조물,0.054289964004175066
긴급,0.05311560358972325
경찰관,0.05213667186809232
재판부,0.05093743510308845
정씨,0.05079870384976427
음주운전,0.05069556238525877
충남,0.050505926499653866
주변,0.050349111962974806
진술,0.05002604006767573
현주건조물방화,0.049314272531412594
건조,0.049314272531412594
도심,0.049163376924303094
예정,0.04877889669305582
서울중앙지검,0.04861003789948804
기상청,0.0475142228217877
제주시,0.047395491692388665
중구,0.04640713937456899
동해안,0.04633822408013132
울산,0.0459617540054078
사모펀드,0.04581839352685083
라이터,0.04551646652830891
대표가,0.04540183885201401
발견,0.04443571103766724
경찰서,0.0440240913045466
발전소,0.0437291088793155
대구,0.04310196829386862
광주,0.041916849119089376
충청,0.04170224425071104
영서,0.04005831361044293
영동,0.04005831361044293
위원회,0.03954603609960709
강수량,0.039205146279872045
관광객,0.03908768883833793
강릉,0.03802904787940722
수원,0.03756348598495597
추석연휴,0.03733152109717629
외국인,0.03670149649869021
동양대,0.03636883212803797
코링크,0.03595776887430878
부장검사,0.035539778657032756
기온,0.03517912129876931
전국,0.035141118347725604
운용사,0.03498319327580871
주차장,0.034928034743268735
전주,0.033745073732590856
조씨,0.03346807211832616
신고자,0.03310106436968002
정경심,0.03261132466713657
연휴가,0.03226714800979809
지자체,0.031818630310055815
만큼,0.031472389619472935
사실상,0.03140168704192198
남해,0.031178389488198854
춘천,0.030971730912424247
의혹,0.03082600870992745
블루코어밸류업,0.0305922696671326
날씨,0.03058150666427189
장관,0.030360096033656008
대검찰청,0.030298964740716375
전라도,0.030245766572665186
부산시,0.030033795157180476
시민들,0.02975310830699593
경찰청,0.029702891106315514
법조계,0.029473688910739967
지역별,0.029377553577605634
삼척추모공원,0.029121403025981225
대표,0.028673318252107918
코링크프라이빗에쿼티,0.028616986508155796
웰스씨앤티,0.028610011112191084
인천시,0.028563367994108798
코링크pe,0.028525599023020674
마지막날,0.02833298564585748
윤석열,0.02734489580095466
조국,0.02709858106784027
검찰,0.02709858106784027
피고인,0.027049018782896193
중국,0.026892289440851203
학생들,0.02688857577636967
실소유주,0.026874304135577103
블루펀드,0.026550304676020382
장애인,0.0264534529506033
수사기관,0.02644057814119824
고형곤,0.026192724436877774
변호사,0.026119385302706806
일요일,0.026026189720188542
부장판사,0.0259515918889305
경기도,0.025747806029335556
검찰총장,0.02534479143021451
카톡,0.02451335139948265
검찰개혁,0.024436049904613046
패싸움,0.02413182278034384
노래방,0.02413182278034384
성남동,0.02413182278034384
싸움,0.02413182278034384
공직자,0.02379233632782371
영상,0.02360527286517885
양현석,0.02353979101466649
경기남부지방경찰청,0.02353979101466649
김한빈,0.02353979101466649
경기남,0.02353979101466649
피해자들,0.02338710126811398
김홍영,0.02337941488635042
후보자,0.023317731730143853
제대로,0.022674153065800996
자문료,0.02249990258034513
더불어민주당,0.022274347818891423
노동자,0.02158491442877033
갑질,0.021432392877354628
지방자치단체,0.021395170458217257
체포영장,0.02118571559999223
시간date,0.021071815844878227
성폭력,0.020981036629860176
지지자들,0.02094463183296448
원씩,0.020944104151239963
국민권익위,0.02077636655038718
권익위,0.02077636655038718
yg,0.02077636655038718
공익신고자,0.02077636655038718
수사개입,0.020776366550387178
공익신고,0.020776366550387178
수사팀,0.020673653198740368
인사청문회,0.020641719343657838
주민들,0.020591437809897854
카카오톡,0.020515867721356267
재판장,0.020500469336337944
시민단체,0.02048339494413254
본격화,0.02004638443582345
가해자,0.01991207800901634
