,Value
미탁,0.17811354749218986
경북,0.1750401756023638
부산,0.15174412153005656
산사태,0.14655786456357567
울진,0.1258751962363235
포항시,0.11602021554947292
소방당국,0.11221950037769284
강원,0.1108779981239091
태풍,0.11083157219054261
경남,0.1084678526880042
대구,0.10801767340864238
이재민,0.10582790746738706
인명피해,0.10529240728503504
만큼,0.10471422422115463
사하구,0.10249789219543164
자유한국당,0.10216519125581348
제주,0.10043070277981458
전남,0.09975060209420533
법무부,0.09752220517356197
시간당,0.09747850022110452
문재인,0.09738657884908253
포항,0.09651512687729584
정경심,0.09554102857951155
주택,0.09206361879160622
제주도,0.08968926852850492
물폭탄,0.08939129688076608
영덕,0.08798955550544235
서울중앙지검,0.08777782325780989
울진군,0.08705076856281344
동해,0.08553489311357078
청와대,0.08551109586405745
대규모,0.08464031608492417
중대본,0.08383904840122244
농수로,0.08372941074139773
사모펀드,0.08282997306404555
발견,0.08200824095510048
광화문,0.08162799282346973
기상청,0.08128178355686398
우리나라,0.08072962709126216
강수량,0.08012695647488395
인근,0.08008850991760957
비공개,0.08005389533777195
동양대,0.07987961242313536
부부,0.07926880012161737
행정안전부,0.0778811796782125
아프리카,0.07757979895693606
집중호우,0.0769617066888461
서울대,0.0764785390833768
삼척,0.07520296586538865
신고가,0.07453394104774921
발생,0.07415167061583204
돼지열병,0.0737322784734497
매몰,0.07292649407632497
기북면,0.07292282921302097
목포,0.07289494325264037
상태,0.07256230142862423
경기도,0.07254717874130895
신고,0.07206284541688433
피해,0.07187870133166235
아프리카돼지열병,0.0707828429992662
한국당,0.0705746717635064
영덕군,0.07056446709078155
확인,0.07041340623701114
현장,0.07002018976943505
조사,0.06981960709398168
여객선,0.06947291823192331
동해안,0.06941387852924374
강릉,0.06886441250289463
영동선,0.06879836088232309
검찰개혁,0.06832134758060829
페이스북,0.06786994645399273
추정,0.06751897525911918
수색작업,0.06726984277720276
유계리,0.06682757955590123
울릉도,0.06573204043646315
저지대,0.06546083538109104
사망,0.06530727231203953
시간date,0.06514170460004567
압수수색,0.06440556420716215
구평동,0.0639014155796475
해안가,0.06357873576697975
휴대전화,0.06336322262768598
항공기,0.06335630599437508
표창장,0.06278352827020749
독도,0.06270227678023385
최고치,0.06245261824889887
더불어민주당,0.06197912633690626
뉴시스,0.06124565679506088
뒤편,0.061216649926177695
사실상,0.060964434977024064
매몰자,0.060725034746781203
남쪽,0.06036324037340301
운전자,0.059892397054188265
인천,0.05969037615595657
진영,0.05965859216257635
영동,0.05962950079169773
사망자,0.059382357738051186
수색,0.05825606174447881
혐의,0.05817529955465127
강릉시,0.057700700290961845
구조,0.05758438028552854
윤석열,0.05748848324218436
주민들,0.05709593071023929
광주,0.057085944480839354
마리,0.05705284271383479
작업,0.056962701437282375
강원도,0.0568745411458189
울산,0.056842957614207185
코링크,0.05653362413329575
장관,0.05630291930090708
조씨,0.055741888582545016
운용사,0.05570744444045403
여성,0.055373525199481
완도군,0.05517623686626668
중국,0.05473276880674838
낙동강,0.054628903582298015
남성,0.05405914100513962
남부지방,0.05392711549920633
청하면,0.05335281001180366
구좌읍,0.052912532107358794
아들,0.052837282337927116
한국,0.0523944771873996
지자체,0.052295757637434985
경찰관,0.05196090272168258
구조견,0.05191595748206293
법무장관,0.05161288250169558
집회,0.051202132116085645
고형곤,0.051104041316495735
아내,0.0509890448991052
병원,0.050850744092427104
동해상,0.05069493098305781
결과,0.050584108629196246
시민단체,0.050058612579991744
민주당,0.049766852885140996
국립공원,0.04972327483874213
구속영장,0.049524924251760735
교수,0.049427962495638765
부산소방본부,0.048987649131443635
파주,0.0488189558262481
포토라인,0.048591278697125574
위원회,0.04848334038821238
제주시,0.04843170626083493
부장검사,0.04810686257941751
토사,0.04785636802251235
증거인멸,0.04766977528261202
식당,0.04756032587844562
장애인,0.04647430676504261
소방청,0.046302822017855856
조국,0.04627656998494234
광화문광장,0.046078762277931624
검찰,0.045843294065848195
조범동,0.04573430301358925
배우자,0.04543047148258766
