,community
asf,0
인천시,0
강화군,0
확인,0
파주시,0
파주,0
정밀검사,0
적성면,0
인천,0
열병,0
연천,0
아프리카,0
신고가,0
살처분,0
발병,0
발견,0
아프리카돼지열병,0
경기,0
돼지열병,0
돼지농장,0
돼지,0
도축장,0
불가능,0
마리,0
농식품부,0
강원,0
농림축산식품부,0
경기소방본부,1
경보령,1
환자,1
부상자,1
입원환자,1
펌프차,1
풍무동,1
보일러실,1
소방서,1
소방관,1
인명피해,1
김포요양병원,1
주차장,1
소방당국,1
사망자,1
사진,1
가족들,1
환자들,1
팀장,1
화재,1
뉴욕,1
병원,1
요양병원,1
경기도,1
김포,1
김포시,1
부장판사,2
범행,2
발생,2
말다툼,2
남성,2
경위,2
경남,2
회복,2
살해,2
체포,2
주민들,2
여성,2
공무원,2
사람,2
신청,2
ㄱ씨,2
승용차,2
혈중알코올농도,2
업무상,2
여성들,2
의약품,2
경북,2
위원장,2
흉기,2
피고인,2
조사,2
제주,2
정확,2
재판부,2
인근,2
음주운전,2
울산,2
운전자,2
양형,2
아파트,2
시간date,2
손해배상,2
수차례,2
중국,2
대구지법,2
부산,2
성폭력,2
구속영장,2
우리나라,2
자택,2
자신,2
경찰관,2
전남,2
혐의,2
대구,2
상대,2
전문의,2
교통사고,2
전북,2
불구속,2
피해,2
집행유예,2
피해자들,3
한국,3
국회의원,3
사망률,3
성매매,3
교수,3
성희롱,3
연세대,3
교육부,3
간호사,3
종로구,3
민주노총,3
사망원인,3
위안부,3
사회학,3
서울행정법원,3
불인정,3
류석춘,3
보건복지부,3
유명인,3
노동자들,3
근로자,3
기자회견,3
부산대,3
자살률,3
복지부,3
총학생회,3
시민단체,3
일자리,3
기본급,3
통계청,3
비정규직,3
간담회,3
사람들,3
사측,3
입장문,3
뉴시스,3
사회의,3
노동자,3
일본,3
방배동,4
압수수색팀,4
불필요,4
유시민,4
단국대,4
하드디스크,4
표창장,4
특수부,4
취재진,4
직원들,4
조씨,4
방송,4
동양대,4
인턴십,4
서울대,4
비공개,4
부장검사,4
변호인,4
법무장관,4
증명서,4
정경심,4
사모펀드,4
대표가,4
서울지방경찰청,4
대학원,4
아이들,4
페이스북,4
이사장,4
장애인,4
지능범죄수사대,4
공문서,4
대표,4
센터장,4
더불어민주당,4
인턴증명서,4
한인섭,4
이해찬,4
지도부,4
법무부,4
유튜브,4
원내대표,4
알릴레오,4
수사팀,4
구성원,4
노무현재단,4
공익인권법센터,4
검찰청,4
정의당,4
미국,4
변호사,4
사실상,4
자유한국당,4
위원회,4
조국,4
한국당,4
접수,4
진행,4
제대로,4
대규모,4
천안지청,4
의정부지검,4
검찰,4
압수수색,4
대전지검,4
고등학교,4
국민제안,4
장관,4
홈페이지,4
법조계,4
방문해,4
기사,4
기자들,4
삼성,4
온라인,4
피의사실,4
이원욱,4
윤석열,4
원내대책회의,4
보고서,4
민주당,4
문재인,4
무분별,4
그동안,4
의원,4
국민,4
국무회의,4
검찰총장,4
검찰개혁,4
개정안,4
충북대,4
증거인멸,4
이화여대,4
kbs,4
대상자,4
이춘재,5
태안읍,5
만큼,5
dna,5
경기남,5
살인사건,5
목격자,5
프로파일러,5
성폭행,5
경찰청,5
화성,5
청주,5
화성사건,5
전문가,5
이씨,5
개인정보,5
충북,5
화성시,5
그간,5
용의자,5
부산교도소,5
안내양,5
국민청원,6
환경부,6
국민들,6
서울중앙지검,6
연구원,6
sns,6
b양,6
대검찰청,6
대법원,6
항소심,6
가해자,6
a양,6
청와대,6
최씨,6
학생들,6
여중생,6
수원,6
노래방,6
허위사실,6
jtbc,6
소년분류심사원,6
pc,6
대리인,6
대한민국,6
명예훼손,6
청원,6
중학생,6
심사원,6
국정농단,6
박근혜,6
