일자,특성추출,문서 식별자,Value
20190805,aa,2,-7.606884531219629
20190805,aa등급,1,-8.300031711779575
20190805,abc,5,-6.690593799345474
20190805,abc마트,1,-8.300031711779575
20190805,abl,3,-7.2014194231114645
20190805,able,3,-7.2014194231114645
20190805,abl글로벌자산운용,1,-8.300031711779575
20190805,abs,1,-8.300031711779575
20190805,accountancy,1,-8.300031711779575
20190805,accountants,1,-8.300031711779575
20190805,admissions,1,-8.300031711779575
20190805,adt캡스,1,-8.300031711779575
20190805,aero,1,-8.300031711779575
20190805,afc,1,-8.300031711779575
20190805,ag,1,-8.300031711779575
20190805,agile,1,-8.300031711779575
20190805,ah,2,-7.606884531219629
20190805,ai,99,-3.7049118616449848
20190805,air,1,-8.300031711779575
20190805,ai모델링,1,-8.300031711779575
20190805,ai시대,1,-8.300031711779575
20190805,aj,1,-8.300031711779575
20190805,aj전시몰,1,-8.300031711779575
20190805,ak,1,-8.300031711779575
20190805,ak그룹,1,-8.300031711779575
20190805,alfonso,1,-8.300031711779575
20190805,alternator,1,-8.300031711779575
20190805,amd,1,-8.300031711779575
20190805,america,1,-8.300031711779575
20190805,americas,1,-8.300031711779575
20190805,amf,1,-8.300031711779575
20190805,amg,1,-8.300031711779575
20190805,amplify,2,-7.606884531219629
20190805,ams,1,-8.300031711779575
20190805,anseongjob,1,-8.300031711779575
20190805,aoc,1,-8.300031711779575
20190805,ap,3,-7.2014194231114645
20190805,apollo,1,-8.300031711779575
20190805,aps,1,-8.300031711779575
20190805,aps홀딩스,1,-8.300031711779575
20190805,ap위성,3,-7.2014194231114645
20190805,ar,2,-7.606884531219629
20190805,arf,2,-7.606884531219629
20190805,arirang,1,-8.300031711779575
20190805,armijjang,2,-7.606884531219629
20190805,arpu,5,-6.690593799345474
20190805,arti,1,-8.300031711779575
20190805,artpark,2,-7.606884531219629
20190805,asa,2,-7.606884531219629
20190805,asean,2,-7.606884531219629
20190805,asiae,1,-8.300031711779575
20190805,avn,1,-8.300031711779575
20190805,aws,4,-6.913737350659684
20190805,azuri,1,-8.300031711779575
20190805,a기업,1,-8.300031711779575
20190805,a노선,1,-8.300031711779575
20190805,a등급,1,-8.300031711779575
20190805,a부지,1,-8.300031711779575
20190805,a사,7,-6.354121562724261
20190805,a씨,7,-6.354121562724261
20190805,a아파트,1,-8.300031711779575
20190805,a업체,1,-8.300031711779575
20190805,a이벤트,1,-8.300031711779575
20190805,a자동차써비스센타,1,-8.300031711779575
20190805,a품목,1,-8.300031711779575
20190805,bac,1,-8.300031711779575
20190805,back,1,-8.300031711779575
20190805,bang,1,-8.300031711779575
20190805,bank,2,-7.606884531219629
20190805,banking,1,-8.300031711779575
20190805,bar,1,-8.300031711779575
20190805,based,1,-8.300031711779575
20190805,bbq,1,-8.300031711779575
20190805,bc,1,-8.300031711779575
20190805,bch,2,-7.606884531219629
20190805,bc카드,1,-8.300031711779575
20190805,bd,1,-8.300031711779575
20190805,bdi,1,-8.300031711779575
20190805,beautiful,3,-7.2014194231114645
20190805,belt,1,-8.300031711779575
20190805,best,3,-7.2014194231114645
20190805,bhc,8,-6.220590170099738
20190805,bhc치킨,3,-7.2014194231114645
20190805,bi,1,-8.300031711779575
20190805,big,1,-8.300031711779575
20190805,bit,1,-8.300031711779575
20190805,biz,4,-6.913737350659684
20190805,black,1,-8.300031711779575
20190805,bldc,1,-8.300031711779575
20190805,bmw,5,-6.690593799345474
20190805,bnk,1,-8.300031711779575
20190805,bnk경남은행,1,-8.300031711779575
20190805,bnk금융,2,-7.606884531219629
20190805,bnk부산은행,1,-8.300031711779575
20190805,bny,1,-8.300031711779575
20190805,boj,2,-7.606884531219629
20190805,book,1,-8.300031711779575
20190805,bp,8,-6.220590170099738
20190805,brand,1,-8.300031711779575
20190805,brandkeys,1,-8.300031711779575
20190805,brands,1,-8.300031711779575
20190805,bt,2,-7.606884531219629
20190805,btc,2,-7.606884531219629
20190805,btn,2,-7.606884531219629
20190805,business,1,-8.300031711779575
20190805,buy,4,-6.913737350659684
20190805,bw,2,-7.606884531219629
20190805,byc,5,-6.690593799345474
20190805,b노선,1,-8.300031711779575
20190805,b부지,1,-8.300031711779575
20190805,b사,1,-8.300031711779575
20190805,b씨,1,-8.300031711779575
20190805,b업체,1,-8.300031711779575
20190805,b지구,2,-7.606884531219629
20190805,b직군,1,-8.300031711779575
20190805,cac,2,-7.606884531219629
20190805,cafc,2,-7.606884531219629
20190805,capital,1,-8.300031711779575
20190805,cb,8,-6.220590170099738
20190805,cbnc,1,-8.300031711779575
20190805,cc,4,-6.913737350659684
20190805,ccmsoy,1,-8.300031711779575
20190805,cc쿠션,1,-8.300031711779575
20190805,cdcspl,1,-8.300031711779575
20190805,cds,3,-7.2014194231114645
20190805,ce,1,-8.300031711779575
20190805,ceo,14,-5.660974382164316
20190805,ceramine,1,-8.300031711779575
20190805,cf,1,-8.300031711779575
20190805,cfo,5,-6.690593799345474
20190805,cfo직,1,-8.300031711779575
20190805,cgi,1,-8.300031711779575
20190805,cgv,1,-8.300031711779575
20190805,chewkong,1,-8.300031711779575
20190805,chief,1,-8.300031711779575
20190805,choth,7,-6.354121562724261
20190805,chp,3,-7.2014194231114645
20190805,chsm,1,-8.300031711779575
20190805,cio,6,-6.50827224255152
20190805,cj,18,-5.40965995388341
20190805,cj그룹,1,-8.300031711779575
20190805,cj대한통운,5,-6.690593799345474
20190805,cj오쇼핑,1,-8.300031711779575
20190805,cj올리브네트웍스,5,-6.690593799345474
20190805,cj올리브영,1,-8.300031711779575
20190805,cj제일제당,7,-6.354121562724261
20190805,cj헬,1,-8.300031711779575
20190805,cj헬로,1,-8.300031711779575
20190805,cj홈쇼핑,1,-8.300031711779575
20190805,click,1,-8.300031711779575
20190805,cme,1,-8.300031711779575
20190805,cmo,1,-8.300031711779575
20190805,cmos,1,-8.300031711779575
20190805,cnbc,2,-7.606884531219629
20190805,cnh,1,-8.300031711779575
20190805,cnn,1,-8.300031711779575
20190805,cnn방송,1,-8.300031711779575
20190805,cnn비지니스,2,-7.606884531219629
20190805,cny,1,-8.300031711779575
20190805,coke,1,-8.300031711779575
20190805,commerce,1,-8.300031711779575
20190805,community,1,-8.300031711779575
20190805,company,3,-7.2014194231114645
20190805,cone,1,-8.300031711779575
20190805,conference,1,-8.300031711779575
20190805,contingency,1,-8.300031711779575
20190805,control,2,-7.606884531219629
20190805,coo,3,-7.2014194231114645
20190805,corporation,1,-8.300031711779575
20190805,cp,5,-6.690593799345474
20190805,cp기업,1,-8.300031711779575
20190805,crafting,1,-8.300031711779575
20190805,cs,2,-7.606884531219629
20190805,ctc,1,-8.300031711779575
20190805,ctc그룹,1,-8.300031711779575
20190805,cu,3,-7.2014194231114645
20190805,cultivate,1,-8.300031711779575
20190805,currency,2,-7.606884531219629
20190805,customer,3,-7.2014194231114645
20190805,cvs,1,-8.300031711779575
20190805,cvs헬스,1,-8.300031711779575
20190805,cynarin,1,-8.300031711779575
20190805,dart,23,-5.164537495850425
20190805,dax,2,-7.606884531219629
20190805,db,1,-8.300031711779575
20190805,dct,1,-8.300031711779575
20190805,ddp,1,-8.300031711779575
20190805,deck,1,-8.300031711779575
20190805,delivery,1,-8.300031711779575
20190805,design,1,-8.300031711779575
20190805,designer,1,-8.300031711779575
20190805,desk,1,-8.300031711779575
20190805,dewalt,1,-8.300031711779575
20190805,dgb,2,-7.606884531219629
20190805,dgb금융그룹,1,-8.300031711779575
20190805,dgb대구은행,4,-6.913737350659684
20190805,dgt,1,-8.300031711779575
20190805,digital,2,-7.606884531219629
20190805,diy,3,-7.2014194231114645
20190805,dls,2,-7.606884531219629
20190805,dmc,4,-6.913737350659684
20190805,door,2,-7.606884531219629
20190805,double,1,-8.300031711779575
20190805,drawing,1,-8.300031711779575
20190805,dsr,2,-7.606884531219629
20190805,dsr제강,2,-7.606884531219629
20190805,dtg,1,-8.300031711779575
20190805,dtm,1,-8.300031711779575
20190805,d램,9,-6.1028071344433545
20190805,eagles,1,-8.300031711779575
20190805,eas,1,-8.300031711779575
20190805,ebitda,2,-7.606884531219629
20190805,ecc,1,-8.300031711779575
20190805,ecom,1,-8.300031711779575
20190805,edgc,2,-7.606884531219629
