일자,특성추출,문서 식별자,Value
20190801,abc마트,1,-8.080237416216702
20190801,abl,1,-8.080237416216702
20190801,abl글로벌자산운용,1,-8.080237416216702
20190801,ac,1,-8.080237416216702
20190801,accu,2,-7.387090235656757
20190801,adjustment,2,-7.387090235656757
20190801,ai,120,-3.2927456734346565
20190801,aia,1,-8.080237416216702
20190801,air,8,-6.000795874536866
20190801,ai스피커,1,-8.080237416216702
20190801,aj,1,-8.080237416216702
20190801,aj렌터카,4,-6.6939430550968115
20190801,aj셀카,1,-8.080237416216702
20190801,ak렌트카,1,-8.080237416216702
20190801,ak플라자,8,-6.000795874536866
20190801,alfzlal,1,-8.080237416216702
20190801,alumni,1,-8.080237416216702
20190801,alwaysj,1,-8.080237416216702
20190801,amd,2,-7.387090235656757
20190801,america,3,-6.981625127548592
20190801,amg,1,-8.080237416216702
20190801,amid,2,-7.387090235656757
20190801,aml,1,-8.080237416216702
20190801,aml시스템,1,-8.080237416216702
20190801,anchor,1,-8.080237416216702
20190801,anl,2,-7.387090235656757
20190801,app,1,-8.080237416216702
20190801,ar,1,-8.080237416216702
20190801,arf,5,-6.470799503782602
20190801,arppu,4,-6.6939430550968115
20190801,asml,1,-8.080237416216702
20190801,asmr,2,-7.387090235656757
20190801,asp,1,-8.080237416216702
20190801,atc,1,-8.080237416216702
20190801,atm,1,-8.080237416216702
20190801,atp,1,-8.080237416216702
20190801,auto,2,-7.387090235656757
20190801,awd,1,-8.080237416216702
20190801,aws,1,-8.080237416216702
20190801,a등급,2,-7.387090235656757
20190801,a물산,1,-8.080237416216702
20190801,a사,2,-7.387090235656757
20190801,a상,1,-8.080237416216702
20190801,a시리즈,1,-8.080237416216702
20190801,a시행사,1,-8.080237416216702
20190801,a씨,18,-5.189865658320538
20190801,a은행,1,-8.080237416216702
20190801,a클래스,1,-8.080237416216702
20190801,back,1,-8.080237416216702
20190801,balance,1,-8.080237416216702
20190801,bank,3,-6.981625127548592
20190801,bat,1,-8.080237416216702
20190801,battery,3,-6.981625127548592
20190801,bat코리아,2,-7.387090235656757
20190801,bda,5,-6.470799503782602
20190801,bda파트너스,1,-8.080237416216702
20190801,beauloc,2,-7.387090235656757
20190801,bgf,3,-6.981625127548592
20190801,bgf리테일,4,-6.6939430550968115
20190801,bhc,3,-6.981625127548592
20190801,bi,1,-8.080237416216702
20190801,bifc,1,-8.080237416216702
20190801,big,1,-8.080237416216702
20190801,bird,2,-7.387090235656757
20190801,bis,1,-8.080237416216702
20190801,bit,1,-8.080237416216702
20190801,bitsonic,1,-8.080237416216702
20190801,bitsonic거래소,1,-8.080237416216702
20190801,bix,2,-7.387090235656757
20190801,biz,2,-7.387090235656757
20190801,bj,5,-6.470799503782602
20190801,bk,1,-8.080237416216702
20190801,bk그룹,1,-8.080237416216702
20190801,bmw,14,-5.4411800866014435
20190801,bmw코리아,1,-8.080237416216702
20190801,bnk,5,-6.470799503782602
20190801,bnk경남은행,7,-6.134327267161389
20190801,bnk금융그룹,1,-8.080237416216702
20190801,bnk금융지주,2,-7.387090235656757
20190801,bnk부산은행,1,-8.080237416216702
20190801,bnk저축은행,2,-7.387090235656757
20190801,bnk캐피탈,2,-7.387090235656757
20190801,bnk투자증권,2,-7.387090235656757
20190801,boe,2,-7.387090235656757
20190801,bond,1,-8.080237416216702
20190801,box,9,-5.883012838880482
20190801,bp,4,-6.6939430550968115
20190801,brain,1,-8.080237416216702
20190801,brand,1,-8.080237416216702
20190801,bref,1,-8.080237416216702
20190801,brewing,1,-8.080237416216702
20190801,bshwang,1,-8.080237416216702
20190801,bsi,5,-6.470799503782602
20190801,bt,1,-8.080237416216702
20190801,btc,1,-8.080237416216702
20190801,bthmb,1,-8.080237416216702
20190801,buy,4,-6.6939430550968115
20190801,b가맹본부,1,-8.080237416216702
20190801,b사,2,-7.387090235656757
20190801,b씨,2,-7.387090235656757
20190801,b운용,1,-8.080237416216702
20190801,b은행,1,-8.080237416216702
20190801,b학점,1,-8.080237416216702
20190801,b홀,1,-8.080237416216702
20190801,cac,1,-8.080237416216702
20190801,canon,1,-8.080237416216702
20190801,canvas,1,-8.080237416216702
20190801,capa,1,-8.080237416216702
20190801,car,3,-6.981625127548592
20190801,carat,1,-8.080237416216702
20190801,carrier,1,-8.080237416216702
20190801,cask,1,-8.080237416216702
20190801,cb,8,-6.000795874536866
20190801,cbc,1,-8.080237416216702
20190801,cbnuoiskorea,1,-8.080237416216702
20190801,cbsi,2,-7.387090235656757
20190801,cb등급,1,-8.080237416216702
20190801,cc,1,-8.080237416216702
20190801,ccc,1,-8.080237416216702
20190801,cco,1,-8.080237416216702
20190801,cdel,1,-8.080237416216702
20190801,cdm,1,-8.080237416216702
20190801,ce,2,-7.387090235656757
20190801,cebm,1,-8.080237416216702
20190801,ceo,16,-5.307648693976921
20190801,cfd,2,-7.387090235656757
20190801,cfd거래,1,-8.080237416216702
20190801,cfd주식,2,-7.387090235656757
20190801,cfo,3,-6.981625127548592
20190801,cfu,1,-8.080237416216702
20190801,cgl,6,-6.288477946988648
20190801,cgt,1,-8.080237416216702
20190801,changjiang,1,-8.080237416216702
20190801,chest,1,-8.080237416216702
20190801,choth,6,-6.288477946988648
20190801,chsm,1,-8.080237416216702
20190801,ci,2,-7.387090235656757
20190801,cis,2,-7.387090235656757
20190801,cj,13,-5.515288058755166
20190801,cj대한통운,3,-6.981625127548592
20190801,cj더마켓,2,-7.387090235656757
20190801,cj몰,2,-7.387090235656757
20190801,cj제일제당,7,-6.134327267161389
20190801,cj제일제당센터,1,-8.080237416216702
20190801,cj제일제당센터빌딩,2,-7.387090235656757
20190801,cj헬로,1,-8.080237416216702
20190801,ckd,3,-6.981625127548592
20190801,ckd제외,1,-8.080237416216702
20190801,ckd포함,1,-8.080237416216702
20190801,click,4,-6.6939430550968115
20190801,cloud,1,-8.080237416216702
20190801,cls,2,-7.387090235656757
20190801,cma,5,-6.470799503782602
20190801,cme,1,-8.080237416216702
20190801,cnbc,2,-7.387090235656757
20190801,cnc,1,-8.080237416216702
20190801,cns,5,-6.470799503782602
20190801,coex,2,-7.387090235656757
20190801,coin,2,-7.387090235656757
20190801,coinall,1,-8.080237416216702
20190801,commercial,1,-8.080237416216702
20190801,companies,2,-7.387090235656757
20190801,company,1,-8.080237416216702
20190801,conex,1,-8.080237416216702
20190801,connecting,1,-8.080237416216702
20190801,control,2,-7.387090235656757
20190801,cool,2,-7.387090235656757
20190801,corporation,1,-8.080237416216702
20190801,cpu,1,-8.080237416216702
20190801,credit,1,-8.080237416216702
20190801,cs,10,-5.777652323222656
20190801,cses,3,-6.981625127548592
20190801,csi,1,-8.080237416216702
20190801,csryu,1,-8.080237416216702
20190801,csv,3,-6.981625127548592
20190801,cs교육,3,-6.981625127548592
20190801,ctbc,2,-7.387090235656757
20190801,ctbc은행,2,-7.387090235656757
20190801,cto,1,-8.080237416216702
20190801,cu,8,-6.000795874536866
20190801,culture,1,-8.080237416216702
20190801,curology,1,-8.080237416216702
20190801,cut,2,-7.387090235656757
20190801,cu편의점,1,-8.080237416216702
20190801,cvc,8,-6.000795874536866
20190801,cvc캐피탈,3,-6.981625127548592
20190801,cvc캐피털,2,-7.387090235656757
20190801,cvid,1,-8.080237416216702
20190801,c등급,1,-8.080237416216702
20190801,c랩,2,-7.387090235656757
20190801,daejeon,1,-8.080237416216702
20190801,dalal,2,-7.387090235656757
20190801,damages,1,-8.080237416216702
20190801,dart,47,-4.230089814506644
20190801,dax,2,-7.387090235656757
20190801,db,1,-8.080237416216702
20190801,db금융투자,2,-7.387090235656757
20190801,dc,2,-7.387090235656757
20190801,deal,1,-8.080237416216702
20190801,debt,1,-8.080237416216702
20190801,definitely,2,-7.387090235656757
20190801,deflation,1,-8.080237416216702
20190801,delta,7,-6.134327267161389
20190801,demand,1,-8.080237416216702
20190801,designed,1,-8.080237416216702
20190801,desk,1,-8.080237416216702
20190801,deteriorating,1,-8.080237416216702
20190801,dgb,2,-7.387090235656757
20190801,dgb금융,4,-6.6939430550968115
20190801,dgb금융그룹,2,-7.387090235656757
20190801,dgb금융지주,7,-6.134327267161389
20190801,dgb대구은행,2,-7.387090235656757
20190801,dgfez,3,-6.981625127548592
20190801,dine,1,-8.080237416216702
20190801,discovery,1,-8.080237416216702
20190801,disinflation,1,-8.080237416216702
20190801,diy,1,-8.080237416216702
20190801,diy가구제작,1,-8.080237416216702
20190801,dji,1,-8.080237416216702
20190801,dmz,3,-6.981625127548592
20190801,dna,1,-8.080237416216702
20190801,door,1,-8.080237416216702
20190801,dr,1,-8.080237416216702
20190801,drain,1,-8.080237416216702
20190801,dram,1,-8.080237416216702
20190801,dr시장,1,-8.080237416216702
20190801,ds,1,-8.080237416216702
20190801,dsb,2,-7.387090235656757
20190801,dsca,2,-7.387090235656757
20190801,dt,1,-8.080237416216702
20190801,duck,1,-8.080237416216702
20190801,d단계,1,-8.080237416216702
20190801,d램,27,-4.784400550212373
20190801,d램익스체인지,1,-8.080237416216702
20190801,early,2,-7.387090235656757
20190801,earth,1,-8.080237416216702
20190801,edison,1,-8.080237416216702
20190801,edu,2,-7.387090235656757
20190801,electronics,1,-8.080237416216702
20190801,eme,1,-8.080237416216702
20190801,enm,4,-6.6939430550968115
20190801,entrepreneurs,1,-8.080237416216702
20190801,ep,2,-7.387090235656757
20190801,eps,1,-8.080237416216702
20190801,equity,1,-8.080237416216702
20190801,esg,1,-8.080237416216702
20190801,ess,2,-7.387090235656757
20190801,etf,1,-8.080237416216702
20190801,etri,5,-6.470799503782602
20190801,eu,5,-6.470799503782602
20190801,eugene,1,-8.080237416216702
20190801,eurostat,1,-8.080237416216702
20190801,euv,2,-7.387090235656757
